# Size Bandwidth(B/s)
1             2.44e6
2             5.48e6
4            11.15e6
8            21.86e6
16           45.55e6
32           66.36e6
64          156.86e6
128         354.82e6
256         598.48e6
512        1052.42e6
1024       1938.48e6
2048       3644.13e6
4096       6362.72e6
8192       9703.29e6
16384      7366.91e6
32768      9504.17e6
65536     10957.36e6
131072    11562.20e6
262144    11539.42e6
524288    11545.21e6
1048576   11471.19e6
2097152   11485.67e6
4194304   11495.38e6
8388608   11492.19e6
16777216  11498.86e6
33554432  11498.92e6
67108864   9717.48e6
